"collection_type","collection_year","cruise_number","date_collected","final_age","length","read_age","readability","region","sex","species_code","specimen","test_age","vessel_code","weight","description","common_name"
"survey",2018,201801,"2018-06-11 14:08:19",9,590,9,2,"Bering Sea",2,21740,148,9,162,1130,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-11 16:33:29",8,570,8,2,"Bering Sea",2,21740,149,NA,162,1106,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-11 16:33:29",1,130,1,2,"Bering Sea",3,21740,150,NA,162,8,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-11 16:33:29",1,100,1,2,"Bering Sea",3,21740,151,NA,162,10,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-13 08:02:19",10,600,10,2,"Bering Sea",2,21740,152,NA,162,1415,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-13 08:02:19",9,570,9,2,"Bering Sea",2,21740,153,9,162,985,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-13 08:02:19",10,640,10,2,"Bering Sea",2,21740,154,NA,162,1480,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-13 10:25:31",5,450,5,2,"Bering Sea",1,21740,155,NA,162,565,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-13 10:25:31",1,120,1,1,"Bering Sea",1,21740,156,NA,162,15,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-13 10:25:31",9,600,9,2,"Bering Sea",2,21740,157,NA,162,1400,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-13 15:32:25",9,560,9,1,"Bering Sea",1,21740,161,9,162,1090,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-13 15:32:25",10,530,10,2,"Bering Sea",2,21740,162,NA,162,950,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-13 15:32:25",9,530,9,2,"Bering Sea",2,21740,163,NA,162,950,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-14 06:29:04",8,530,8,2,"Bering Sea",1,21740,164,NA,162,1020,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-14 06:29:04",8,480,8,2,"Bering Sea",1,21740,165,NA,162,750,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-14 06:29:04",9,490,8,2,"Bering Sea",2,21740,166,9,162,710,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-14 09:04:02",6,480,6,2,"Bering Sea",1,21740,167,NA,162,725,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-14 09:04:02",9,560,9,2,"Bering Sea",2,21740,168,NA,162,950,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-14 09:04:02",8,490,8,2,"Bering Sea",2,21740,169,NA,162,715,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-14 11:40:41",8,520,8,2,"Bering Sea",1,21740,170,NA,162,1010,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-14 11:40:41",10,520,9,2,"Bering Sea",2,21740,171,11,162,795,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-14 11:40:41",6,520,6,2,"Bering Sea",2,21740,172,NA,162,910,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-14 14:10:33",2,280,2,2,"Bering Sea",1,21740,173,NA,162,140,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-14 14:10:33",6,520,6,1,"Bering Sea",2,21740,174,NA,162,835,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-14 14:10:33",5,480,5,1,"Bering Sea",1,21740,175,NA,162,670,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-14 16:31:55",10,530,10,2,"Bering Sea",1,21740,176,10,162,725,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-14 16:31:55",7,470,7,2,"Bering Sea",1,21740,177,NA,162,640,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-14 16:31:55",5,410,5,2,"Bering Sea",1,21740,178,NA,162,450,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-15 06:32:58",6,490,6,1,"Bering Sea",1,21740,179,NA,162,795,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-15 06:32:58",2,250,2,2,"Bering Sea",1,21740,180,NA,162,100,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-15 06:32:58",2,260,2,1,"Bering Sea",2,21740,181,2,162,110,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-15 09:25:23",7,480,7,2,"Bering Sea",1,21740,182,NA,162,685,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-15 09:25:23",5,490,5,2,"Bering Sea",1,21740,183,NA,162,705,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-15 09:25:23",1,120,1,1,"Bering Sea",3,21740,184,NA,162,15,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-15 12:21:21",10,550,10,2,"Bering Sea",1,21740,185,NA,162,820,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-15 12:21:21",5,430,5,1,"Bering Sea",1,21740,186,5,162,555,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-15 12:21:21",6,480,6,1,"Bering Sea",2,21740,187,NA,162,740,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-15 15:13:28",6,510,6,2,"Bering Sea",1,21740,188,NA,162,685,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-15 15:13:28",10,520,10,2,"Bering Sea",1,21740,189,NA,162,835,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-15 15:13:28",1,120,1,1,"Bering Sea",3,21740,190,NA,162,15,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-16 06:30:13",6,530,6,1,"Bering Sea",1,21740,191,6,162,810,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-16 06:30:13",1,150,1,1,"Bering Sea",2,21740,192,NA,162,20,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-16 06:30:13",4,390,4,2,"Bering Sea",2,21740,193,NA,162,405,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-16 09:07:29",6,460,6,2,"Bering Sea",1,21740,194,NA,162,615,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-16 09:07:29",5,450,5,2,"Bering Sea",1,21740,195,NA,162,530,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-16 09:07:29",5,430,5,1,"Bering Sea",2,21740,196,5,162,550,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-16 12:02:49",5,450,5,1,"Bering Sea",1,21740,197,NA,162,595,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-16 12:02:49",11,530,11,1,"Bering Sea",1,21740,198,NA,162,905,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-16 12:02:49",5,490,5,1,"Bering Sea",2,21740,199,NA,162,785,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-16 12:02:49",4,500,4,2,"Bering Sea",2,21740,200,NA,162,725,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-16 12:02:49",5,450,5,1,"Bering Sea",1,21740,201,5,162,540,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-16 15:18:17",5,440,5,1,"Bering Sea",2,21740,202,NA,162,550,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-16 15:18:17",9,580,9,2,"Bering Sea",2,21740,203,NA,162,1145,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-16 15:18:17",5,450,5,1,"Bering Sea",2,21740,204,NA,162,560,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 07:02:25",6,480,6,2,"Bering Sea",1,21740,205,NA,162,680,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 07:02:25",7,410,7,1,"Bering Sea",1,21740,206,7,162,460,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 07:02:25",10,550,10,2,"Bering Sea",2,21740,207,NA,162,965,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 07:02:25",8,560,8,2,"Bering Sea",2,21740,208,NA,162,1090,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 07:02:25",5,410,5,1,"Bering Sea",2,21740,209,NA,162,420,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 10:04:32",6,500,6,1,"Bering Sea",1,21740,210,NA,162,730,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 10:04:32",6,520,9,2,"Bering Sea",1,21740,211,6,162,950,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 10:04:32",7,370,7,2,"Bering Sea",1,21740,212,NA,162,380,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 10:04:32",6,450,6,2,"Bering Sea",2,21740,213,NA,162,580,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 10:04:32",7,520,7,2,"Bering Sea",2,21740,214,NA,162,880,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 13:20:51",6,450,6,2,"Bering Sea",1,21740,215,NA,162,665,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 13:20:51",11,540,12,2,"Bering Sea",2,21740,216,11,162,1120,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 13:20:51",7,510,7,2,"Bering Sea",2,21740,217,NA,162,810,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 13:20:51",11,570,11,2,"Bering Sea",2,21740,218,NA,162,1115,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 13:20:51",9,510,9,2,"Bering Sea",2,21740,219,NA,162,845,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 16:12:03",6,480,6,1,"Bering Sea",1,21740,220,NA,162,690,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 16:12:03",5,460,5,2,"Bering Sea",1,21740,221,5,162,735,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 16:12:03",9,540,9,2,"Bering Sea",2,21740,222,NA,162,1075,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 16:12:03",5,470,5,1,"Bering Sea",2,21740,223,NA,162,645,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 16:12:03",6,480,6,2,"Bering Sea",2,21740,224,NA,162,725,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 18:42:12",6,470,6,1,"Bering Sea",1,21740,225,NA,162,575,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 18:42:12",9,540,11,2,"Bering Sea",1,21740,226,9,162,980,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 18:42:12",5,420,5,1,"Bering Sea",1,21740,227,NA,162,555,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 18:42:12",6,450,6,1,"Bering Sea",2,21740,228,NA,162,610,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-17 18:42:12",7,580,7,2,"Bering Sea",2,21740,229,NA,162,1155,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-18 06:59:37",5,460,5,1,"Bering Sea",2,21740,230,NA,162,730,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-18 09:36:52",10,530,9,2,"Bering Sea",1,21740,231,10,162,985,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-18 09:36:52",5,470,5,1,"Bering Sea",2,21740,232,NA,162,605,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-18 09:36:52",11,560,11,2,"Bering Sea",2,21740,233,NA,162,1145,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-18 09:36:52",8,540,8,2,"Bering Sea",2,21740,234,NA,162,1010,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-18 12:33:49",5,440,5,1,"Bering Sea",1,21740,235,NA,162,570,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-18 12:33:49",5,400,5,2,"Bering Sea",2,21740,236,5,162,500,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-18 15:22:39",NA,440,NA,5,"Bering Sea",1,21740,237,NA,162,665,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-18 15:22:39",1,170,1,1,"Bering Sea",1,21740,238,NA,162,55,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-18 15:22:39",9,500,9,2,"Bering Sea",2,21740,239,NA,162,935,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-18 15:22:39",5,480,5,1,"Bering Sea",2,21740,240,NA,162,720,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-18 15:22:39",1,180,1,1,"Bering Sea",2,21740,241,NA,162,65,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-19 07:05:00",2,300,2,1,"Bering Sea",1,21740,242,2,162,200,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-19 07:05:00",2,290,2,1,"Bering Sea",1,21740,243,NA,162,185,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-19 07:05:00",3,360,3,2,"Bering Sea",2,21740,244,NA,162,330,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-19 07:05:00",8,530,8,2,"Bering Sea",2,21740,245,NA,162,760,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-19 07:05:00",2,280,2,1,"Bering Sea",2,21740,246,NA,162,150,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-19 17:29:47",6,500,6,1,"Bering Sea",2,21740,247,6,162,900,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-19 17:29:47",6,480,6,1,"Bering Sea",2,21740,248,NA,162,930,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-20 07:06:17",3,350,3,2,"Bering Sea",1,21740,249,NA,162,325,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-20 07:06:17",7,530,7,2,"Bering Sea",1,21740,250,NA,162,940,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-20 07:06:17",8,520,8,2,"Bering Sea",2,21740,251,NA,162,910,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-20 07:06:17",1,170,1,1,"Bering Sea",2,21740,252,1,162,40,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-20 09:45:06",7,500,7,2,"Bering Sea",2,21740,253,NA,162,805,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-23 14:00:19",6,510,6,2,"Bering Sea",1,21740,254,NA,162,886,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-23 14:00:19",7,480,7,2,"Bering Sea",1,21740,255,NA,162,670,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-23 14:00:19",9,470,9,2,"Bering Sea",1,21740,256,NA,162,662,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-23 14:00:19",5,420,5,2,"Bering Sea",1,21740,257,5,162,558,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-23 14:00:19",6,410,6,1,"Bering Sea",1,21740,258,NA,162,412,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 12:33:35",7,520,7,2,"Bering Sea",2,21740,259,NA,162,776,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 12:33:35",6,460,6,2,"Bering Sea",1,21740,260,NA,162,552,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 12:33:35",10,500,10,2,"Bering Sea",1,21740,261,NA,162,810,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 12:33:35",5,390,5,1,"Bering Sea",1,21740,262,5,162,418,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 12:33:35",6,480,6,2,"Bering Sea",1,21740,263,NA,162,678,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 12:33:35",1,160,1,2,"Bering Sea",1,21740,264,NA,162,24,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 15:06:05",5,420,5,1,"Bering Sea",1,21740,265,NA,162,496,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 15:06:05",6,400,6,2,"Bering Sea",1,21740,266,NA,162,404,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 15:06:05",1,150,1,1,"Bering Sea",1,21740,267,1,162,16,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 15:06:05",8,560,8,2,"Bering Sea",2,21740,268,NA,162,1078,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 15:06:05",6,450,6,1,"Bering Sea",2,21740,269,NA,162,550,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 15:06:05",6,490,6,2,"Bering Sea",2,21740,270,NA,162,774,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 17:38:41",8,460,8,2,"Bering Sea",1,21740,271,NA,162,554,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 17:38:41",7,490,6,2,"Bering Sea",2,21740,272,7,162,644,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 17:38:41",10,500,10,1,"Bering Sea",2,21740,273,NA,162,562,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 17:38:41",7,500,7,2,"Bering Sea",2,21740,274,NA,162,644,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 17:38:41",6,430,6,1,"Bering Sea",2,21740,275,NA,162,468,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-24 17:38:41",1,160,1,1,"Bering Sea",2,21740,276,NA,162,22,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-25 07:29:50",6,450,6,2,"Bering Sea",1,21740,277,6,162,558,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-25 07:29:50",9,590,9,2,"Bering Sea",1,21740,278,NA,162,1248,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-25 07:29:50",4,310,4,2,"Bering Sea",2,21740,279,NA,162,178,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-25 10:05:44",7,550,7,2,"Bering Sea",2,21740,280,NA,162,822,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-25 10:05:44",9,480,9,2,"Bering Sea",1,21740,281,9,162,614,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-25 10:05:44",7,460,7,2,"Bering Sea",1,21740,282,NA,162,584,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-25 10:05:44",1,140,1,1,"Bering Sea",1,21740,283,NA,162,16,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-25 12:41:52",6,460,6,1,"Bering Sea",1,21740,284,NA,162,556,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-25 12:41:52",5,440,5,1,"Bering Sea",1,21740,285,NA,162,524,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-25 12:41:52",8,510,8,2,"Bering Sea",2,21740,286,8,162,778,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-25 15:02:00",11,630,11,2,"Bering Sea",2,21740,287,NA,162,1338,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-25 15:02:00",4,420,4,1,"Bering Sea",2,21740,288,NA,162,476,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-25 15:02:00",6,490,6,1,"Bering Sea",2,21740,289,NA,162,722,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-26 06:57:06",8,510,8,2,"Bering Sea",1,21740,290,NA,162,628,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-26 06:57:06",9,530,9,2,"Bering Sea",1,21740,291,9,162,984,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-26 06:57:06",9,540,9,2,"Bering Sea",2,21740,292,NA,162,794,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-26 09:26:58",1,110,1,1,"Bering Sea",1,21740,293,NA,162,6,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-26 09:26:58",6,460,6,2,"Bering Sea",2,21740,294,NA,162,582,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-26 09:26:58",8,500,8,2,"Bering Sea",2,21740,295,NA,162,684,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-26 09:26:58",9,530,9,2,"Bering Sea",2,21740,296,10,162,938,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-26 12:05:35",7,540,7,2,"Bering Sea",1,21740,297,NA,162,956,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
